"","Team","season","Date","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","PDO","ZSO%"
"261","CGY","20112012","2012-03-18",1,1,0,67,116.7,55.8,4.2,92.3,46.8,96.5,65.7
"262","CGY","20102011","2011-03-20",3,1,2,66.7,115.3,73.9,8.8,94.7,51.7,103.6,62.9
"263","CBJ","20132014","2013-12-29",3,2,1,68.7,110.5,63.2,12.5,90,46.7,102.5,54.5
"264","CBJ","20102011","2011-04-08",1,4,-3,66.3,107.6,85.7,2.4,82.6,27.9,85,70.4
"265","CBJ","20082009","2008-12-13",2,0,2,68.2,105.1,72.7,6.2,100,64.9,106.2,51.9
"266","CAR","20142015","2014-10-14",3,3,0,69.6,94.3,47.6,15,78.6,71.1,93.6,69
"267","CAR","20112012","2012-01-15",0,2,-2,65,126.8,76.7,0,90.9,50,90.9,60.7
"268","BUF","20112012","2012-02-04",3,3,0,63.7,120.2,70,8.6,89.3,38.3,97.9,52.8
"269","BOS","20112012","2012-03-13",1,5,-4,69.6,96.5,71.1,3.1,58.3,51.9,61.5,66.7
"270","WPG","20112012","2012-01-23",1,2,-1,67,103.1,54.5,4.2,85.7,51.1,89.9,69
"271","WPG","20112012","2012-01-21",2,3,-1,70.3,94.3,80.6,6.9,78.6,60.5,85.5,61.5
"272","VAN","20102011","2010-11-15",1,3,-2,67.4,113,70.5,3.2,85,61.7,88.2,63.6
"273","T.B","20142015","2014-12-04",4,0,4,70.3,99,69.4,16,100,42.9,116,73.1
"274","S.J","20092010","2009-10-30",3,0,3,67.9,120.4,78,9.4,100,66.7,109.4,59.3
"275","S.J","20082009","2008-11-08",2,1,1,67,114.3,67.4,6.5,93.8,48.6,100.2,56
"276","PIT","20142015","2015-04-11",2,0,2,65,108.8,72.5,5.4,100,69.4,105.4,63
"277","PIT","20142015","2015-01-30",0,1,-1,72.1,79,81.6,0,90.9,52.1,90.9,65.6
"278","PIT","20112012","2011-12-03",2,0,2,63.2,131.3,68.6,5.7,100,43.9,105.7,60
"279","PIT","20102011","2011-03-20",1,2,-1,66,120.2,69.4,2.9,90,43.2,92.9,76.2
"280","PHX","20102011","2011-02-05",1,0,1,66.7,116.4,74.5,2.9,100,54.5,102.9,71.9
"281","PHI","20092010","2010-03-21",1,3,-2,65.3,128.6,71.7,3,87.5,52.2,90.5,71
"282","OTT","20142015","2015-03-06",3,2,1,63.2,133.5,72.9,8.6,90.9,51,99.5,67.6
"283","OTT","20132014","2013-10-19",1,2,-1,73.4,104.7,65.7,4.3,86.7,56.7,91,33.3
"284","OTT","20112012","2011-11-11",0,5,-5,66.7,116.3,72.3,0,68.8,51.1,68.8,61.3
"285","OTT","20092010","2010-03-09",2,1,1,73.4,95.7,69.7,8.7,90,48.7,98.7,77.8
"286","NYR","20122013","2013-04-05",1,1,0,65,115.2,61.2,3.3,95,39.1,98.3,64.5
"287","NSH","20102011","2011-02-12",3,3,0,66.7,105.6,68.1,9.4,81.2,54.7,90.6,55.3
"288","N.J","20122013","2013-04-15",0,0,0,69.2,100.6,63.9,0,100,46.2,100,76.9
"289","MIN","20142015","2014-11-13",3,3,0,67.9,104.3,65.9,11.1,84.2,60.5,95.3,62.1
"290","MIN","20132014","2013-11-13",1,0,1,69.2,119.7,63.4,3.8,100,51.4,103.8,85.7
"291","L.A","20142015","2015-04-09",1,2,-1,64.4,109.8,74.4,3.1,90.9,53.6,94,63.4
"292","L.A","20142015","2014-10-23",0,0,0,64.2,129.2,68.6,0,100,54.5,100,45.2
"293","L.A","20132014","2014-01-04",2,0,2,65.6,125.4,82.7,4.7,100,58.1,104.7,60.7
"294","DET","20142015","2015-03-06",1,3,-2,67.4,101.1,81.6,3.2,84.2,52.2,87.4,77.8
"295","DET","20082009","2009-01-10",3,1,2,65.6,111.8,77.8,7.1,94.4,67.6,101.6,63
"296","DAL","20132014","2014-03-01",2,4,-2,64.7,126.6,66.7,6.7,78.9,55.6,85.6,55.6
"297","DAL","20132014","2013-12-05",1,1,0,65.6,121.3,65.3,3.1,93.8,62.3,96.9,74.4
"298","DAL","20102011","2010-12-31",0,1,-1,67,117.7,68.2,0,91.7,65,91.7,65.4
"299","CHI","20132014","2013-12-27",6,2,4,67.9,92.8,74.5,17.1,87.5,49,104.6,75
"300","CGY","20102011","2011-01-19",0,5,-5,67.9,105.2,67.4,0,73.7,52.5,73.7,65.6
"301","CGY","20102011","2011-01-05",1,3,-2,67,106.8,84.4,2.6,83.3,52.2,86,57.1
"302","CGY","20082009","2009-03-28",3,2,1,67.9,100.5,77.8,8.6,84.6,57.8,93.2,77.8
"303","CAR","20142015","2015-01-13",2,2,0,60.4,148.9,71,4.5,92.9,53.6,97.4,48.9
"304","CAR","20122013","2013-04-04",0,5,-5,61.9,145.5,66.7,0,82.1,44.4,82.1,60
"305","CAR","20102011","2010-11-11",1,5,-4,63.4,127.6,66,3,75,41.4,78,73
"306","BOS","20132014","2014-02-08",6,1,5,66.7,113.3,69.2,16.7,94.4,48.9,111.1,55.2
"307","BOS","20112012","2011-10-08",4,1,3,67,140.3,71.4,11.4,93.3,40,104.8,60.9
"308","BOS","20102011","2011-03-19",2,5,-3,62.3,142.7,58.9,6.1,78.3,51,84.3,61.9
"309","WSH","20122013","2013-04-23",4,2,2,63.8,122.1,72.5,10.8,90.9,53.3,101.7,47.6
"310","WSH","20092010","2009-12-19",4,2,2,63.6,131,73.1,10.5,90,61.4,100.5,55.3
"311","WPG","20142015","2015-02-16",3,2,1,68.8,91.1,81,8.8,85.7,56.1,94.5,62.9
"312","VAN","20112012","2012-03-17",2,3,-1,62.6,133.1,80.5,6.1,88,53.1,94.1,62.9
"313","VAN","20112012","2011-11-16",1,2,-1,65.6,106.4,64.1,4,90,51.1,94,67.9
"314","TOR","20102011","2010-12-20",0,4,-4,61.8,139.8,65.2,0,78.9,48.9,78.9,71.9
"315","TOR","20092010","2010-03-13",3,2,1,66.7,144.1,63.8,10,89.5,56.7,99.5,68.8
"316","TOR","20082009","2009-02-14",6,1,5,64.4,133.4,66,18.2,94.7,48.8,112.9,75
"317","T.B","20112012","2011-11-28",1,1,0,64.1,120.2,59.1,3.8,94.7,36.1,98.6,48
"318","STL","20142015","2015-04-02",2,1,1,66.3,115,76.1,5.7,91.7,60,97.4,66.7
"319","STL","20132014","2014-02-28",0,1,-1,66.7,108.7,36.1,0,94.1,50,94.1,63
"320","STL","20132014","2013-11-05",2,2,0,64.9,116.8,81.2,7.7,90,67.2,97.7,51.3
"321","STL","20102011","2011-03-26",6,2,4,66.7,107.7,82,14.6,86.7,44,101.3,71.9
"322","S.J","20132014","2013-10-24",1,2,-1,64.1,111.2,75.5,2.7,85.7,44.2,88.4,60
"323","PIT","20132014","2013-11-27",2,4,-2,63.8,130,76.6,5.6,76.5,54.2,82,70
"324","PIT","20122013","2013-03-28",3,0,3,63.6,119.5,75.9,7.3,100,63.3,107.3,55.9
"325","PIT","20102011","2011-03-12",0,3,-3,67.9,97.3,51.2,0,80,57.5,80,72.7
"326","PIT","20092010","2010-04-03",1,2,-1,69.9,96.5,60.5,4.3,81.8,41.5,86.2,73.9
"327","PIT","20092010","2010-01-31",1,1,0,65.6,120,72.2,2.6,93.3,39.5,95.9,79.3
"328","PHX","20132014","2013-11-21",2,2,0,64.4,121.9,66.7,5.6,90,57.1,95.6,59.4
"329","PHI","20142015","2015-03-03",2,2,0,62.2,136.6,68.1,6.2,91.3,60,97.6,65.9
"330","PHI","20142015","2015-02-26",0,2,-2,68.8,114.5,62.5,0,83.3,56.1,83.3,65.5
"331","PHI","20102011","2010-11-18",7,5,2,71,106.5,71.9,30.4,68.8,44.7,99.2,70
"332","OTT","20122013","2013-04-09",1,1,0,67.9,116.1,65.9,3.7,93.3,50,97,59.1
"333","NYR","20142015","2015-01-03",3,1,2,66.7,107.6,67.5,11.1,94.1,33.3,105.2,54.2
"334","NYR","20142015","2014-12-20",1,2,-1,65.6,112.6,58.7,3.7,86.7,41.3,90.4,76.5
"335","NYR","20132014","2014-03-05",0,1,-1,63.8,118,63,0,95.5,41.8,95.5,64.7
"336","NYR","20112012","2012-02-19",2,0,2,67.9,96.5,74.4,6.9,100,46.3,106.9,64
"337","NYR","20102011","2010-12-27",5,2,3,65.6,111.8,79.2,11.9,88.2,61.4,100.1,64
"338","NYR","20082009","2009-02-15",2,4,-2,67.1,109.4,66.7,7.1,71.4,67.6,78.6,78.9
"339","NYI","20082009","2009-01-15",0,2,-2,63.8,133.1,71.4,0,90.9,53.5,90.9,48
"340","N.J","20082009","2008-10-11",1,0,1,67.5,111,80.6,3.4,100,64.7,103.4,65
"341","MTL","20142015","2015-02-10",1,1,0,64.1,120.2,65.3,3.1,95,55.3,98.1,48.4
"342","MTL","20102011","2011-02-24",1,2,-1,69.3,111.4,65,3.8,87.5,59.5,91.3,59.1
"343","MIN","20142015","2015-03-08",1,2,-1,69.3,94.1,67.6,4,84.6,50,88.6,81.2
"344","MIN","20132014","2013-10-15",0,1,-1,69.9,95.5,60.5,0,88.9,67.5,88.9,67.9
"345","MIN","20122013","2013-04-26",1,6,-5,64.1,117.5,75,2.8,64.7,63.3,67.5,69.2
"346","MIN","20112012","2012-02-11",1,1,0,66.7,107.8,65.3,3.1,93.3,59.5,96.5,71.4
"347","MIN","20102011","2011-01-14",1,2,-1,68.4,101,75.7,3.6,81.8,47.7,85.4,53.8
"348","L.A","20142015","2015-03-28",1,2,-1,66.3,104.6,60.5,4.3,87.5,53.8,91.8,54.1
"349","L.A","20122013","2013-03-28",3,1,2,65.6,116.7,75.6,8.8,94.1,42.3,102.9,62.2
"350","L.A","20112012","2011-12-19",1,2,-1,64.9,139.4,69.6,3.1,90,54.5,93.1,56.5
"351","FLA","20112012","2012-02-25",2,1,1,63.1,123.6,75,5.1,95.7,43.1,100.8,51.6
"352","FLA","20112012","2011-11-15",6,0,6,66.3,116.9,69.2,22.2,100,40.5,122.2,63.6
"353","FLA","20102011","2010-11-05",6,4,2,64.4,132.7,81.1,14,83.3,65.9,97.3,45.5
"354","EDM","20142015","2015-01-29",3,1,2,64.9,112.2,63,10.3,94.1,55.3,104.5,59.1
"355","EDM","20082009","2008-12-11",0,0,0,66.7,100.8,84.1,0,100,42.9,100,73.3
"356","DET","20102011","2011-02-20",1,1,0,66.3,106.9,69.6,3.1,93.8,57.7,96.9,76.9
"357","DET","20082009","2009-04-05",3,2,1,67.1,100.9,80,8.3,90,58.8,98.3,71.4
"358","DET","20082009","2009-02-28",0,7,-7,65.6,108.7,65.1,0,65,58.5,65,69.7
"359","DAL","20142015","2015-03-01",0,3,-3,63.6,127.9,77.8,0,85,48.1,85,52.6
"360","COL","20112012","2011-10-28",0,2,-2,67.5,117.1,70.7,0,88.2,65.1,88.2,64
"361","CHI","20142015","2014-11-02",0,1,-1,63.8,125.2,72.5,0,95.8,57.1,95.8,70.6
"362","CHI","20132014","2014-01-28",3,3,0,64.4,112.7,69,10.3,86.4,45.7,96.7,53.1
"363","CHI","20132014","2013-11-16",2,5,-3,65.3,125.2,72.9,5.7,77.3,34,83,76.7
"364","CHI","20092010","2009-11-11",2,2,0,66.7,103.2,75,6.7,89.5,64.1,96.1,69.2
"365","CHI","20082009","2009-02-07",1,3,-2,72.3,99.8,81.1,3.3,76.9,58.3,80.3,81.8
"366","CAR","20142015","2015-03-23",1,2,-1,62.2,126.5,77.4,2.4,91.7,50,94.1,74.4
"367","CAR","20142015","2015-03-08",3,2,1,67.9,103.1,61.5,12.5,83.3,65.5,95.8,67.9
"368","CAR","20132014","2014-04-10",1,5,-4,64.1,110.8,69.6,3.1,75,70.2,78.1,61.3
"369","CAR","20112012","2011-11-29",1,1,0,67.9,102.8,59,4.3,92.9,60.5,97.2,52.2
"370","CAR","20092010","2010-02-01",0,3,-3,66.7,115.1,65.9,0,83.3,45.2,83.3,65.4
"371","CAR","20082009","2008-11-30",1,3,-2,64.9,128.8,69.6,3.1,84.2,56.8,87.3,54.5
"372","CAR","20082009","2008-11-07",1,1,0,65.9,131.3,59,4.3,93.3,57.1,97.7,66.7
"373","BUF","20102011","2010-10-20",3,0,3,69.9,105.2,82.1,9.4,100,51.6,109.4,65
"374","BUF","20082009","2009-04-04",2,2,0,64.9,114.2,72.1,6.5,92,52.8,98.5,66.7
"375","BOS","20142015","2014-12-21",1,2,-1,67.1,96.8,74.4,3.4,90.9,59.2,94.4,78.1
"376","BOS","20132014","2013-12-14",2,4,-2,63.3,127.5,76.9,5,83.3,45.9,88.3,66.7
"377","ATL","20092010","2009-12-12",3,2,1,69.9,110.1,77.8,10.7,77.8,58.8,88.5,66.7
"378","ANA","20142015","2014-11-12",5,4,1,63.1,128.6,70.4,13.2,81,55.8,94.1,60
"379","ANA","20112012","2012-02-29",0,1,-1,66.3,122.2,56,0,94.1,50,94.1,64.3
"380","WSH","20142015","2014-11-22",0,2,-2,63.2,113.5,79.2,0,90.5,58.9,90.5,61
"381","WSH","20132014","2013-10-12",1,3,-2,64.6,113.5,86.7,2.6,85,55,87.6,63.4
"382","WSH","20082009","2009-01-14",3,1,2,66.3,123.4,72.5,10.3,93.3,47.7,103.7,44.8
"383","WSH","20082009","2008-12-06",2,0,2,66.7,106.6,59.1,7.7,100,56.4,107.7,64
"384","WPG","20132014","2013-11-18",2,2,0,63.5,131,82.1,6.2,89.5,64,95.7,61.8
"385","VAN","20102011","2011-01-16",0,2,-2,66.7,105.1,64.1,0,86.7,40.5,86.7,72
"386","TOR","20112012","2011-12-13",1,0,1,64.6,119.3,66.7,3.3,100,65,103.3,66.7
"387","TOR","20102011","2010-10-18",0,1,-1,64.9,108.3,58.5,0,94.1,34.1,94.1,53.3
"388","TOR","20082009","2008-11-08",3,1,2,67.1,120.7,75,9.1,90.9,57.1,100,33.3
"389","STL","20092010","2010-03-16",2,4,-2,64.6,115.2,64,6.2,82.6,59.6,88.9,52.9
"390","STL","20092010","2010-03-14",1,3,-2,67.5,112.6,74.4,3.4,83.3,48.9,86.8,58.6
"391","S.J","20142015","2014-10-28",2,1,1,64.3,123.8,76,5.3,95.5,57.4,100.7,47.5
"392","S.J","20132014","2014-03-18",1,3,-2,63.7,133.8,73.5,2.8,87,50.8,89.7,56.8
"393","S.J","20132014","2014-02-07",3,2,1,65.9,127.1,75.5,8.1,83.3,63,91.4,61.5
"394","S.J","20092010","2010-03-18",1,1,0,64.6,115.2,56.2,3.7,94.1,61.4,97.8,67.7
"395","PIT","20112012","2012-03-17",4,2,2,70.6,81.9,85.7,11.1,81.8,52.3,92.9,63
"396","PIT","20102011","2011-03-15",5,0,5,64.3,124.9,75.6,14.7,100,35.9,114.7,66.7
"397","PIT","20102011","2011-03-02",2,2,0,64.6,124.3,62.5,8,84.6,53.3,92.6,56.7
"398","PHX","20132014","2014-04-13",2,0,2,72.6,79.7,71.4,8,100,53.8,108,73.1
"399","PHX","20112012","2011-10-13",4,1,3,68.4,92.5,74.4,13.8,93.8,50,107.5,61.8
"400","PHX","20092010","2010-03-18",1,2,-1,64.9,108,86.4,2.6,87.5,47.1,90.1,73.3
"401","PHI","20132014","2014-04-06",4,0,4,66.7,126.8,65,15.4,100,46.2,115.4,76
"402","PHI","20112012","2012-03-26",2,2,0,68.4,101.9,75,7.4,81.8,50,89.2,77.8
"403","OTT","20132014","2014-03-20",1,3,-2,70.6,96.2,69.7,4.3,78.6,50,82.9,52.9
"404","OTT","20132014","2014-03-16",0,2,-2,64,111.6,65.2,0,90.5,50.9,90.5,66.7
"405","OTT","20122013","2013-04-18",2,1,1,65.6,108.5,73.9,5.9,93.3,58.1,99.2,65.4
"406","OTT","20112012","2012-03-17",1,1,0,66.3,111.6,65.8,4,92.9,29.3,96.9,61.5
"407","OTT","20112012","2012-01-02",1,2,-1,64,118.7,59.1,3.8,91.3,67.4,95.2,62.5
"408","NYR","20142015","2015-02-20",3,1,2,64.9,116.6,70.6,8.3,94.7,61.8,103.1,57.9
"409","NYI","20132014","2014-04-10",0,0,0,64.3,117,64.3,0,100,28.9,100,69.2
"410","NYI","20122013","2013-04-13",0,0,0,66.3,112.3,65,0,100,55.3,100,50
"411","NSH","20142015","2015-02-05",1,3,-2,67.9,104.6,81.8,2.8,82.4,58,85.1,64.5
"412","NSH","20122013","2013-04-23",3,2,1,65.2,111.8,61.4,11.1,87.5,50,98.6,71.4
"413","NSH","20092010","2010-03-23",1,3,-2,67.1,106.3,78.4,3.4,75,64.1,78.4,63.6
"414","N.J","20102011","2010-11-26",0,2,-2,66.3,122.2,62.9,0,85.7,56.6,85.7,63.6
"415","L.A","20132014","2014-01-11",0,3,-3,65.9,126,67.3,0,83.3,67.5,83.3,55.2
"416","L.A","20122013","2013-02-19",2,0,2,64.6,112.8,72.3,5.9,100,63.8,105.9,54.8
"417","L.A","20082009","2008-12-19",0,4,-4,65.6,110.5,77.1,0,77.8,55,77.8,60.7
"418","L.A","20082009","2008-11-15",1,1,0,65.2,114.9,69.6,3.1,93.8,44.1,96.9,54.5
"419","FLA","20132014","2014-02-04",2,1,1,63.2,111.5,80.7,4.3,95,50,99.3,69.2
"420","FLA","20112012","2012-02-23",1,1,0,64.6,112.3,76.7,3,95,51.3,98,57.1
"421","EDM","20082009","2009-04-07",1,2,-1,62.5,125.5,72,2.8,93.1,54.7,95.9,67.6
"422","DET","20112012","2012-03-24",5,2,3,62.7,124.5,72.6,11.1,90.9,49.1,102,70
"423","DET","20092010","2010-02-11",1,2,-1,65.2,117,81.2,2.6,88.9,54.4,91.5,72.5
"424","DET","20082009","2009-01-20",0,3,-3,67.5,112.5,80.6,0,80,66.7,80,60
"425","DAL","20112012","2011-10-15",3,1,2,71.2,90.1,71.4,12,83.3,50,95.3,77.3
"426","DAL","20082009","2009-02-26",1,3,-2,66.3,122.2,71.4,3.3,84.2,53.3,87.5,81
"427","CHI","20102011","2011-01-05",2,0,2,66.3,106.6,73.8,6.5,100,46.7,106.5,71.9
"428","CHI","20082009","2009-03-15",1,1,0,72.6,89.7,80.6,4,90,60,94,64
"429","CHI","20082009","2008-12-12",4,3,1,70,104.8,66.7,15.4,70,39.4,85.4,78.9
"430","CGY","20092010","2010-01-11",2,1,1,64.3,119.8,79.1,5.9,94.1,56.1,100,57.9
"431","CGY","20082009","2009-03-18",2,1,1,68.4,104.5,75,8.3,92.3,64.1,100.6,50
"432","CBJ","20092010","2009-12-29",1,1,0,63.7,127.8,83.3,2.9,94.1,53.1,97,54.5
"433","CAR","20102011","2011-03-16",0,1,-1,65.9,110.9,74.3,0,92.9,48.9,92.9,59.4
"434","CAR","20082009","2009-04-07",5,0,5,67.5,118.6,69,17.2,100,54.5,117.2,52.9
"435","BOS","20122013","2013-03-25",2,1,1,67.5,94.8,53.8,9.5,93.8,56.4,103.3,57.6
"436","BOS","20082009","2008-11-28",4,1,3,68.9,94.6,75.6,12.9,93.8,52.3,106.7,69.6
"437","ANA","20092010","2009-12-22",3,2,1,66.7,105.7,78.6,9.1,86.7,41.7,95.8,65.5
"438","WSH","20092010","2010-01-13",4,3,1,62.4,118.3,67.3,11.4,86.4,48.9,97.8,63
"439","WSH","20082009","2009-01-06",0,0,0,64.5,115.5,61,0,100,51.2,100,68.8
"440","WPG","20142015","2014-10-26",1,0,1,64.5,119.7,55.9,5.3,100,56.1,105.3,51.6
"441","VAN","20132014","2013-11-02",3,0,3,66.7,134.1,72.7,9.4,100,61,109.4,51.7
"442","VAN","20122013","2013-03-26",0,0,0,64.8,108.8,66.7,0,100,51.2,100,62.1
"443","T.B","20142015","2014-12-29",2,2,0,65.2,114.8,79.2,5.3,86.7,50,91.9,76
"444","STL","20112012","2011-10-13",2,1,1,66.7,116.1,63.4,7.7,94.7,55,102.4,51.6
"445","S.J","20092010","2010-03-06",1,1,0,65.9,115.7,63.6,3.6,94.7,52.9,98.3,54.5
"446","S.J","20092010","2009-10-01",1,4,-3,68.5,101.4,66.7,3.8,71.4,65.5,75.3,64.7
"447","PIT","20112012","2012-04-01",3,4,-1,64.5,119.9,74.5,8.6,76.5,49,85,74.1
"448","PIT","20112012","2012-03-27",2,4,-2,63.6,132.5,70.6,5.6,81,66.7,86.5,63
"449","OTT","20142015","2015-03-10",1,1,0,65.2,116.4,76.9,3.3,93.8,55,97.1,58.6
"450","OTT","20122013","2013-04-07",1,1,0,65.9,103.5,71.7,3,93.3,56.8,96.4,68
"451","OTT","20122013","2013-02-07",2,1,1,63.6,117.8,73.3,6.1,94.7,57.7,100.8,75
"452","OTT","20092010","2009-10-31",0,3,-3,63.4,124,78.4,0,84.2,35.3,84.2,72.5
"453","NYR","20132014","2014-01-04",6,1,5,61.3,139.1,69.5,14.6,95.8,31.5,110.5,74.1
"454","NSH","20092010","2009-11-05",0,1,-1,68,113.5,72.7,0,94.1,50,94.1,59.3
"455","L.A","20142015","2015-04-11",3,0,3,68,96.3,84.2,9.4,100,52.5,109.4,63.6
"456","L.A","20142015","2014-11-08",5,1,4,67.1,97.9,68.1,15.6,92.9,46.5,108.5,68.4
"457","L.A","20132014","2014-03-25",3,1,2,68,94.6,66.7,11.5,92.9,53.5,104.4,61.5
"458","L.A","20122013","2013-02-20",3,1,2,65.2,113.7,77.5,9.7,94.4,62,104.1,38.9
"459","L.A","20112012","2012-03-30",2,0,2,65.2,125.8,64.1,8,100,53.1,108,27.8
"460","L.A","20112012","2012-02-27",1,2,-1,63.1,111.5,58.3,3.6,92.3,48.7,95.9,59.3
"461","L.A","20102011","2010-12-30",1,5,-4,64.8,124,63.4,3.8,70.6,60,74.4,65.4
"462","FLA","20142015","2015-02-28",2,3,-1,70.1,95.6,83.8,6.5,70,38.5,76.5,95.7
"463","FLA","20142015","2014-12-20",0,3,-3,66.7,131.4,72.5,0,83.3,52.3,83.3,63.3
"464","FLA","20112012","2012-04-05",2,4,-2,63.9,109.4,62.5,8,81,51,89,70
"465","EDM","20092010","2010-01-22",1,3,-2,63.4,124.2,62.8,3.7,86.4,52.2,90.1,72
"466","DET","20142015","2015-01-06",1,1,0,64.8,114.7,67.4,3.4,94.4,49,97.9,69.7
"467","DET","20122013","2013-04-14",2,0,2,63.9,113.9,66.7,7.1,100,53.5,107.1,62.1
"468","DET","20112012","2012-03-06",2,2,0,63.6,128,72.1,6.5,86.7,67.5,93.1,51.9
"469","DET","20102011","2011-02-24",0,2,-2,69.6,101.1,66.7,0,86.7,55.9,86.7,50
"470","DET","20102011","2010-12-13",0,4,-4,62.4,128.2,74.1,0,83.3,59.6,83.3,62.9
"471","DET","20092010","2010-02-03",0,3,-3,64.2,113.7,73.5,0,87.5,43.9,87.5,56.5
"472","DET","20092010","2009-11-27",0,3,-3,67.1,101.5,67.5,0,78.6,48,78.6,73.5
"473","DET","20082009","2009-03-17",3,2,1,64.2,119.5,86.7,7.7,91.7,58.8,99.4,73.7
"474","DET","20082009","2008-10-11",3,0,3,68.5,100.6,78.6,9.1,100,52.6,109.1,63.6
"475","DAL","20142015","2015-01-27",0,2,-2,65.9,120.8,78,0,86.7,46.3,86.7,62.5
"476","DAL","20092010","2010-04-08",2,1,1,63.4,123,72.9,5.7,93.3,67.6,99,80
"477","CHI","20132014","2014-01-14",2,1,1,65.9,109.7,73.8,6.5,95,55.8,101.5,45.2
"478","CHI","20132014","2013-10-24",4,2,2,68,101.3,72.5,13.8,88.2,52.7,102,50
"479","CHI","20122013","2013-04-07",4,3,1,64.5,100.1,84.1,10.8,85,58.5,95.8,56.2
"480","CHI","20112012","2011-12-21",4,0,4,67.5,91.2,71.4,16,100,51.1,116,61.3
"481","CHI","20102011","2010-12-15",2,2,0,67.1,106,81.1,6.7,87.5,52.3,94.2,59.3
"482","CGY","20122013","2013-01-31",3,4,-1,65.5,101.1,60,12.5,75,54.3,87.5,55.2
"483","CGY","20102011","2011-01-01",2,1,1,62.2,128.9,61.9,7.7,94.1,59.1,101.8,58.6
"484","CBJ","20132014","2014-01-18",2,2,0,65.9,102,71.8,7.1,89.5,43.8,96.6,55.2
"485","CBJ","20112012","2011-11-15",0,2,-2,68,99.8,84.2,0,84.6,41.7,84.6,73.9
"486","CAR","20142015","2015-01-08",4,2,2,65.2,112.2,82.9,13.8,88.2,53.8,102,65.6
"487","CAR","20132014","2013-12-31",2,2,0,67.5,124.5,59.4,10.5,86.7,69.4,97.2,63.6
"488","CAR","20112012","2011-11-20",2,0,2,64.8,122.9,67.4,6.5,100,66.7,106.5,56
"489","BOS","20142015","2015-04-04",1,1,0,65.2,105.4,88.6,2.6,95.2,46.8,97.8,71.9
"490","BOS","20142015","2015-01-08",1,0,1,64.8,102.4,88.1,2.7,100,61.7,102.7,78.6
"491","ANA","20142015","2015-03-11",1,4,-3,67.1,101.8,73,3.7,77.8,46.8,81.5,56
"492","ANA","20142015","2014-12-16",1,5,-4,60.8,149.8,53.3,3.1,78.3,43.4,81.4,79.3
"493","ANA","20082009","2008-10-19",1,2,-1,66.7,110,60.9,3.6,88.2,53.8,91.8,52
"494","WSH","20102011","2010-12-02",0,1,-1,63.8,130.8,66.7,0,93.3,41.5,93.3,66.7
"495","WSH","20092010","2009-11-20",2,2,0,63.8,114.7,61.9,7.7,88.9,51.9,96.6,42.4
"496","WSH","20092010","2009-10-17",1,2,-1,64.1,116.6,74.4,3.4,86.7,47.9,90.1,71
"497","WSH","20082009","2009-04-05",4,2,2,68.1,119.7,64.1,16,83.3,57.1,99.3,90
"498","WSH","20082009","2009-04-01",2,2,0,60.2,142.7,70.4,5.3,91.3,63.5,96.6,70.6
"499","WPG","20112012","2012-02-14",1,1,0,63.3,117.5,68.8,3,95,53.3,98,67.9
"500","VAN","20112012","2011-12-17",5,1,4,61.4,125.8,69.6,15.6,95.7,47.6,111.3,51.4
"501","VAN","20102011","2010-12-26",2,1,1,65.1,112,59.5,8,94.7,52.9,102.7,55
"502","VAN","20102011","2010-12-08",1,1,0,71,82.8,67.7,4.8,90.9,48.7,95.7,57.1
"503","VAN","20082009","2009-02-12",3,1,2,63.5,120.8,63.2,12.5,95.5,52.1,108,55.2
"504","TOR","20092010","2010-01-23",0,1,-1,66.2,102,73.8,0,94.4,58.5,94.4,62.1
"505","T.B","20142015","2014-12-27",2,1,1,65.5,120.9,65,7.7,95.2,47.5,102.9,63
"506","T.B","20102011","2011-03-22",1,2,-1,65.5,122.1,75.7,3.6,87.5,50,91.1,55.6
"507","T.B","20102011","2011-01-15",4,1,3,62.5,136.7,56.9,13.8,94.1,47.9,107.9,69
"508","T.B","20102011","2010-10-18",1,2,-1,66.2,111.6,80.5,3,83.3,51.1,86.4,53.6
"509","T.B","20082009","2008-11-18",3,1,2,63.3,125.2,81.5,6.8,95.7,53.3,102.5,80
"510","STL","20132014","2014-04-03",2,0,2,63.3,115.9,62.8,7.4,100,63.6,107.4,62.1
"511","STL","20112012","2012-02-18",3,0,3,67.6,105.6,66.7,12.5,100,42.9,112.5,75
"512","STL","20112012","2011-12-17",0,1,-1,64.8,105.7,78.6,0,93.3,40.4,93.3,67.7
"513","STL","20112012","2011-11-10",1,0,1,65.1,105.8,68.9,3.2,100,29.3,103.2,61.5
"514","STL","20112012","2011-10-08",1,1,0,68.1,97.7,74.3,3.8,87.5,48,91.3,68.8
"515","STL","20092010","2010-01-14",1,0,1,65.5,107.4,79.1,2.9,100,45.8,102.9,63.2
"516","S.J","20102011","2011-01-08",1,2,-1,61.4,124.4,75,2.6,92.3,54.7,94.9,53.8
"517","S.J","20102011","2010-11-09",2,2,0,66.2,101.2,67.4,6.9,85.7,57.1,92.6,70.6
"518","S.J","20082009","2009-04-09",1,3,-2,65.1,116.2,77.8,3.6,76.9,56.4,80.5,50
"519","PIT","20142015","2015-04-05",0,1,-1,62.3,126.8,76.5,0,93.8,50,93.8,70.6
"520","PIT","20112012","2011-12-16",2,5,-3,63.3,128.9,67.4,6.9,66.7,48.9,73.6,71.4
